Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
68,68,288,174,1475,0.220543,1.000000,4121,4874,0.845507,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.453453,0.236111,1369,4874,0.280878,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.434686,0.274306,1484,4874,0.304473,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.432082,0.319444,1769,4874,0.362946,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.435009,0.371528,2047,4874,0.419984,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.439101,0.406250,2158,4874,0.442757,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.444900,0.451389,2257,4874,0.463069,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.444224,0.486111,2222,4874,0.455888,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.447237,0.531250,2491,4874,0.511079,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.457198,0.586806,2702,4874,0.554370,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.456340,0.628472,3028,4874,0.621256,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.464621,0.663194,3203,4874,0.657160,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.500434,0.708333,3421,4874,0.701888,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.488368,0.760417,3445,4874,0.706812,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.512309,0.788194,3646,4874,0.748051,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.478284,0.836806,3792,4874,0.778006,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.496832,0.875000,3873,4874,0.794625,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.486923,0.909722,3957,4874,0.811859,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.481027,0.944444,4022,4874,0.825195,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.489691,0.982639,4060,4874,0.832991,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.499188,0.993056,4043,4874,0.829503,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.192442,1.000000,4132,4874,0.847764,NULL,0.000000,60,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.191172,1.000000,4121,4874,0.845507,NULL,0.000000,120,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.192713,1.000000,4121,4874,0.845507,NULL,0.000000,180,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.191328,1.000000,4126,4874,0.846533,NULL,0.050000,60,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.194918,1.000000,4130,4874,0.847353,NULL,0.050000,120,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.231997,1.000000,4121,4874,0.845507,NULL,0.050000,180,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.195517,1.000000,4103,4874,0.841814,NULL,0.100000,60,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.195664,1.000000,4134,4874,0.848174,NULL,0.100000,120,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.194401,1.000000,4119,4874,0.845096,NULL,0.100000,180,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.192697,1.000000,4080,4874,0.837095,NULL,0.150000,60,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.195330,1.000000,4108,4874,0.842840,NULL,0.150000,120,NULL,NULL,NULL,NULL
68,68,288,174,1475,0.196061,1.000000,4146,4874,0.850636,NULL,0.150000,180,NULL,NULL,NULL,NULL
