Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
65,67,311,169,1388,0.259743,1.000000,3763,4193,0.897448,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.504506,0.254019,1239,4193,0.295493,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.482253,0.289389,1447,4193,0.345099,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.487594,0.321543,1574,4193,0.375388,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.445822,0.353698,1801,4193,0.429525,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.467049,0.382637,1923,4193,0.458622,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.454929,0.424437,2092,4193,0.498927,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.467259,0.469453,2395,4193,0.571190,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.466802,0.511254,2548,4193,0.607679,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.472134,0.559486,2699,4193,0.643692,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.475101,0.601286,2852,4193,0.680181,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.513196,0.639871,3012,4193,0.718340,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.494128,0.688103,3118,4193,0.743620,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.497511,0.729904,3194,4193,0.761746,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.508310,0.771704,3283,4193,0.782972,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
65,67,311,169,1388,0.493365,0.816720,3450,4193,0.822800,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
