Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
59,62,283,169,1148,0.189881,1.000000,3536,3864,0.915114,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.379334,0.307420,1473,3864,0.381211,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.345871,0.321555,1619,3864,0.418996,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.347763,0.335689,1691,3864,0.437629,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.350023,0.360424,1804,3864,0.466874,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.354539,0.399293,1926,3864,0.498447,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.354186,0.452297,2118,3864,0.548137,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.398287,0.484099,2241,3864,0.579969,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.373082,0.519435,2390,3864,0.618530,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.372082,0.579505,2581,3864,0.667961,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.361335,0.618375,2621,3864,0.678313,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.377637,0.657244,2757,3864,0.713509,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.375374,0.703180,2859,3864,0.739907,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.382541,0.738516,2893,3864,0.748706,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.430547,0.791519,3032,3864,0.784679,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.385147,0.823322,3160,3864,0.817805,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.435374,0.862191,3243,3864,0.839286,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.383541,0.893993,3307,3864,0.855849,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.395961,0.925795,3342,3864,0.864907,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
59,62,283,169,1148,0.390483,0.964664,3450,3864,0.892857,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
