Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
63,68,297,164,1146,0.185245,1.000000,3298,3462,0.952629,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.440477,0.262626,1182,3462,0.341421,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.432788,0.282828,1338,3462,0.386482,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.416129,0.309764,1510,3462,0.436164,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.416861,0.340067,1666,3462,0.481225,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.416179,0.387205,1798,3462,0.519353,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.420427,0.437710,1946,3462,0.562103,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.417491,0.478114,2002,3462,0.578278,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.424617,0.508417,2083,3462,0.601675,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.429416,0.558923,2222,3462,0.641826,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.470215,0.606061,2348,3462,0.678221,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.471275,0.649832,2454,3462,0.708839,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.451515,0.693603,2613,3462,0.754766,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.447985,0.734007,2635,3462,0.761121,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.456927,0.784512,2863,3462,0.826979,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.461919,0.821549,2969,3462,0.857597,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.456831,0.861953,3088,3462,0.891970,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.465816,0.909091,3216,3462,0.928943,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.469794,0.932660,3267,3462,0.943674,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.472353,0.956229,3268,3462,0.943963,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.477917,0.986532,3290,3462,0.950318,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189571,1.000000,3307,3462,0.955228,NULL,0.000000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.222482,1.000000,3307,3462,0.955228,NULL,0.000000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.197483,1.000000,3298,3462,0.952629,NULL,0.000000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.193179,1.000000,3254,3462,0.939919,NULL,0.050000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.183155,1.000000,3340,3462,0.964760,NULL,0.050000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.184430,1.000000,3298,3462,0.952629,NULL,0.050000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.183743,1.000000,3189,3462,0.921144,NULL,0.100000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.188481,1.000000,3323,3462,0.959850,NULL,0.100000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.182688,1.000000,3291,3462,0.950607,NULL,0.100000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.182465,1.000000,3113,3462,0.899191,NULL,0.150000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.185333,1.000000,3320,3462,0.958983,NULL,0.150000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.182102,1.000000,3289,3462,0.950029,NULL,0.150000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.216116,0.989899,3044,3462,0.879261,NULL,0.200000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189673,1.000000,3322,3462,0.959561,NULL,0.200000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189867,1.000000,3291,3462,0.950607,NULL,0.200000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.215811,0.993266,2954,3462,0.853264,NULL,0.250000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.203530,1.000000,3345,3462,0.966205,NULL,0.250000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.197565,1.000000,3299,3462,0.952917,NULL,0.250000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.182384,0.993266,2938,3462,0.848642,NULL,0.300000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189686,1.000000,3326,3462,0.960716,NULL,0.300000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.195549,1.000000,3300,3462,0.953206,NULL,0.300000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.187432,0.993266,2862,3462,0.826690,NULL,0.350000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.186694,1.000000,3334,3462,0.963027,NULL,0.350000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.224118,1.000000,3302,3462,0.953784,NULL,0.350000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.179588,0.973064,2727,3462,0.787695,NULL,0.400000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.224751,1.000000,3327,3462,0.961005,NULL,0.400000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.194163,1.000000,3308,3462,0.955517,NULL,0.400000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.208472,0.973064,2611,3462,0.754188,NULL,0.450000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.200435,1.000000,3343,3462,0.965627,NULL,0.450000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.220087,1.000000,3310,3462,0.956095,NULL,0.450000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.177232,0.952862,2462,3462,0.711150,NULL,0.500000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.219579,1.000000,3341,3462,0.965049,NULL,0.500000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.178490,1.000000,3310,3462,0.956095,NULL,0.500000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.200703,0.905724,2280,3462,0.658579,NULL,0.550000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.176196,1.000000,3315,3462,0.957539,NULL,0.550000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.207037,1.000000,3319,3462,0.958694,NULL,0.550000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.163207,0.855219,2066,3462,0.596765,NULL,0.600000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.178639,1.000000,3360,3462,0.970537,NULL,0.600000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.183351,1.000000,3309,3462,0.955806,NULL,0.600000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189590,0.804714,1869,3462,0.539861,NULL,0.650000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.175866,1.000000,3359,3462,0.970248,NULL,0.650000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.177059,1.000000,3316,3462,0.957828,NULL,0.650000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.156817,0.750842,1671,3462,0.482669,NULL,0.700000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.211330,1.000000,3351,3462,0.967938,NULL,0.700000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.215725,1.000000,3334,3462,0.963027,NULL,0.700000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.181885,0.707071,1554,3462,0.448873,NULL,0.750000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.183826,1.000000,3377,3462,0.975448,NULL,0.750000,120,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.186128,1.000000,3317,3462,0.958117,NULL,0.750000,180,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.172362,0.656566,1425,3462,0.411612,NULL,0.800000,60,NULL,NULL,NULL,NULL
63,68,297,164,1146,0.189536,1.000000,3393,3462,0.980069,NULL,0.800000,120,NULL,NULL,NULL,NULL
