Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
63,65,284,161,1108,0.195649,1.000000,3335,3535,0.943423,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.380604,0.285211,1325,3535,0.374823,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.372151,0.302817,1425,3535,0.403112,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.373861,0.345070,1533,3535,0.433663,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.387974,0.376761,1699,3535,0.480622,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.386171,0.404930,1833,3535,0.518529,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.447658,0.436620,1970,3535,0.557284,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.423508,0.482394,2142,3535,0.605941,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.389397,0.521127,2205,3535,0.623762,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.390634,0.556338,2349,3535,0.664498,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.398829,0.598592,2467,3535,0.697878,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.396093,0.647887,2586,3535,0.731542,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.410828,0.683099,2703,3535,0.764639,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.411798,0.728873,2829,3535,0.800283,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.414537,0.771127,2918,3535,0.825460,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.411677,0.809859,3016,3535,0.853182,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.419972,0.862676,3182,3535,0.900141,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.425699,0.901408,3235,3535,0.915134,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.421592,0.933099,3248,3535,0.918812,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.428161,0.957747,3319,3535,0.938897,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.472870,0.978873,3344,3535,0.945969,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.179880,1.000000,3335,3535,0.943423,NULL,0.000000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.166564,1.000000,3338,3535,0.944272,NULL,0.000000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.175349,1.000000,3335,3535,0.943423,NULL,0.000000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.163662,0.996479,3281,3535,0.928147,NULL,0.050000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.176039,1.000000,3380,3535,0.956153,NULL,0.050000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.164531,1.000000,3333,3535,0.942857,NULL,0.050000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.163551,0.996479,3230,3535,0.913720,NULL,0.100000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.163322,1.000000,3373,3535,0.954173,NULL,0.100000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.169698,1.000000,3329,3535,0.941726,NULL,0.100000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.165503,0.982394,3062,3535,0.866195,NULL,0.150000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.165418,1.000000,3383,3535,0.957001,NULL,0.150000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.165573,1.000000,3338,3535,0.944272,NULL,0.150000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.164070,0.964789,2941,3535,0.831966,NULL,0.200000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.165230,1.000000,3412,3535,0.965205,NULL,0.200000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.166807,1.000000,3356,3535,0.949364,NULL,0.200000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.193143,0.954225,2760,3535,0.780764,NULL,0.250000,60,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.166645,1.000000,3417,3535,0.966619,NULL,0.250000,120,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.166640,1.000000,3355,3535,0.949081,NULL,0.250000,180,NULL,NULL,NULL,NULL
63,65,284,161,1108,0.155396,0.926056,2624,3535,0.742291,NULL,0.300000,60,NULL,NULL,NULL,NULL
