Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
59,56,263,151,1098,0.138827,1.000000,3127,3370,0.927893,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.211534,0.304182,1247,3370,0.370030,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.248083,0.334601,1419,3370,0.421068,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.251102,0.380228,1497,3370,0.444214,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.223818,0.422053,1714,3370,0.508605,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.224874,0.444867,1731,3370,0.513650,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.269123,0.505703,1887,3370,0.559941,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.280383,0.555133,2024,3370,0.600593,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.229555,0.600760,2135,3370,0.633531,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.250951,0.627376,2259,3370,0.670326,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.254490,0.673004,2369,3370,0.702967,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.243796,0.726236,2512,3370,0.745401,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.242293,0.768061,2640,3370,0.783383,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.253461,0.821293,2788,3370,0.827300,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.244834,0.866920,2849,3370,0.845401,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.248826,0.889734,2927,3370,0.868546,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.253949,0.931559,3030,3370,0.899110,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.252028,0.954373,3050,3370,0.905044,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.258555,0.988593,3124,3370,0.927003,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.261090,1.000000,3127,3370,0.927893,1.000000,NULL,NULL,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137133,0.988593,2937,3370,0.871513,NULL,0.100000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137533,1.000000,3126,3370,0.927596,NULL,0.100000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.135045,1.000000,3127,3370,0.927893,NULL,0.100000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.135068,0.977186,2721,3370,0.807418,NULL,0.150000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139380,1.000000,3160,3370,0.937685,NULL,0.150000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.146267,1.000000,3138,3370,0.931157,NULL,0.150000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.136185,0.927757,2519,3370,0.747478,NULL,0.200000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.134708,1.000000,3154,3370,0.935905,NULL,0.200000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.141757,1.000000,3138,3370,0.931157,NULL,0.200000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.130522,0.878327,2304,3370,0.683680,NULL,0.250000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.133359,1.000000,3150,3370,0.934718,NULL,0.250000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.154476,1.000000,3138,3370,0.931157,NULL,0.250000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.129525,0.832700,2187,3370,0.648961,NULL,0.300000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.145092,1.000000,3172,3370,0.941246,NULL,0.300000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139264,1.000000,3138,3370,0.931157,NULL,0.300000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.119904,0.775665,2001,3370,0.593769,NULL,0.350000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139242,1.000000,3174,3370,0.941840,NULL,0.350000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.140828,1.000000,3140,3370,0.931751,NULL,0.350000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.120185,0.730038,1871,3370,0.555193,NULL,0.400000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137325,1.000000,3177,3370,0.942730,NULL,0.400000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.133085,1.000000,3140,3370,0.931751,NULL,0.400000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.143479,0.680608,1709,3370,0.507122,NULL,0.450000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.141398,1.000000,3170,3370,0.940653,NULL,0.450000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.144166,1.000000,3129,3370,0.928487,NULL,0.450000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.117002,0.631179,1599,3370,0.474481,NULL,0.500000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.127786,1.000000,3181,3370,0.943917,NULL,0.500000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.136833,1.000000,3129,3370,0.928487,NULL,0.500000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.101076,0.577947,1364,3370,0.404748,NULL,0.550000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.143542,1.000000,3179,3370,0.943323,NULL,0.550000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.138962,1.000000,3126,3370,0.927596,NULL,0.550000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.105074,0.532319,1282,3370,0.380415,NULL,0.600000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.131386,1.000000,3191,3370,0.946884,NULL,0.600000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.135620,1.000000,3122,3370,0.926409,NULL,0.600000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.099835,0.479087,1120,3370,0.332344,NULL,0.650000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139243,1.000000,3169,3370,0.940356,NULL,0.650000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.136220,1.000000,3122,3370,0.926409,NULL,0.650000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.093658,0.429658,1032,3370,0.306231,NULL,0.700000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.133863,1.000000,3206,3370,0.951335,NULL,0.700000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.127121,1.000000,3152,3370,0.935312,NULL,0.700000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.100056,0.380228,888,3370,0.263501,NULL,0.750000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.140631,1.000000,3192,3370,0.947181,NULL,0.750000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139035,1.000000,3152,3370,0.935312,NULL,0.750000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.086785,0.326996,741,3370,0.219881,NULL,0.800000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.127662,1.000000,3210,3370,0.952522,NULL,0.800000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137018,1.000000,3144,3370,0.932938,NULL,0.800000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.084917,0.281369,553,3370,0.164095,NULL,0.850000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.136107,1.000000,3234,3370,0.959644,NULL,0.850000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.140126,1.000000,3129,3370,0.928487,NULL,0.850000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.086874,0.231939,475,3370,0.140950,NULL,0.900000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.138300,1.000000,3236,3370,0.960237,NULL,0.900000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139397,1.000000,3119,3370,0.925519,NULL,0.900000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.082673,0.182510,368,3370,0.109199,NULL,0.950000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137159,1.000000,3236,3370,0.960237,NULL,0.950000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.137922,1.000000,3182,3370,0.944214,NULL,0.950000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.076951,0.133080,280,3370,0.083086,NULL,1.000000,60,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.128707,1.000000,3243,3370,0.962315,NULL,1.000000,120,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.139654,1.000000,3191,3370,0.946884,NULL,1.000000,180,NULL,NULL,NULL,NULL
59,56,263,151,1098,0.136940,1.000000,3121,3370,0.926113,NULL,NULL,NULL,MWF->MW,NULL,NULL,NULL
59,56,263,151,1098,0.137415,1.000000,3140,3370,0.931751,NULL,NULL,NULL,MW->MWF,NULL,NULL,NULL
59,56,263,151,1098,0.128591,1.000000,3090,3370,0.916914,NULL,NULL,NULL,NULL,-100,NULL,NULL
59,56,263,151,1098,0.137744,1.000000,3090,3370,0.916914,NULL,NULL,NULL,NULL,-10,NULL,NULL
59,56,263,151,1098,0.128080,1.000000,3090,3370,0.916914,NULL,NULL,NULL,NULL,-5,NULL,NULL
59,56,263,151,1098,0.142953,1.000000,3105,3370,0.921365,NULL,NULL,NULL,NULL,-1,NULL,NULL
59,56,263,151,1098,0.143904,1.000000,3124,3370,0.927003,NULL,NULL,NULL,NULL,1,NULL,NULL
59,56,263,151,1098,0.138515,1.000000,3124,3370,0.927003,NULL,NULL,NULL,NULL,5,NULL,NULL
59,56,263,151,1098,0.145901,1.000000,3124,3370,0.927003,NULL,NULL,NULL,NULL,10,NULL,NULL
59,56,263,151,1098,0.131971,1.000000,3090,3370,0.916914,NULL,NULL,NULL,NULL,-100,NULL,NULL
59,56,2630,151,1098,1.836274,0.984906,3339,3370,0.990801,NULL,NULL,NULL,NULL,NULL,5,532
59,56,2630,151,1098,0.500248,0.997955,3321,3370,0.985460,NULL,NULL,NULL,NULL,NULL,10,226
59,56,2630,151,1098,0.272589,1.000000,3319,3370,0.984866,NULL,NULL,NULL,NULL,NULL,15,110
59,56,2630,151,1098,0.220849,1.000000,3307,3370,0.981306,NULL,NULL,NULL,NULL,NULL,20,75
59,56,2630,151,1098,0.180175,1.000000,3291,3370,0.976558,NULL,NULL,NULL,NULL,NULL,25,41
59,56,2630,151,1098,0.173744,1.000000,3279,3370,0.972997,NULL,NULL,NULL,NULL,NULL,30,29
59,56,2630,151,1098,0.163042,1.000000,3254,3370,0.965579,NULL,NULL,NULL,NULL,NULL,35,15
59,56,2630,151,1098,0.159235,1.000000,3254,3370,0.965579,NULL,NULL,NULL,NULL,NULL,40,15
59,56,2630,151,1098,0.162134,1.000000,3224,3370,0.956677,NULL,NULL,NULL,NULL,NULL,45,11
59,56,2630,151,1098,0.157968,1.000000,3221,3370,0.955786,NULL,NULL,NULL,NULL,NULL,50,10
59,56,2630,151,1098,0.159762,1.000000,3229,3370,0.958160,NULL,NULL,NULL,NULL,NULL,55,7
59,56,2630,151,1098,0.163693,1.000000,3216,3370,0.954303,NULL,NULL,NULL,NULL,NULL,60,6
59,56,2630,151,1098,0.159830,1.000000,3170,3370,0.940653,NULL,NULL,NULL,NULL,NULL,65,3
59,56,2630,151,1098,0.146273,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,70,1
59,56,2630,151,1098,0.152009,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,75,1
59,56,2630,151,1098,0.149839,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,80,1
59,56,2630,151,1098,0.142905,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,85,1
59,56,2630,151,1098,0.150953,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,90,1
59,56,2630,151,1098,0.140909,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,95,1
59,56,2630,151,1098,0.158626,1.000000,3162,3370,0.938279,NULL,NULL,NULL,NULL,NULL,100,1
