Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
65,63,269,169,1167,0.147886,1.000000,3396,3798,0.894155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.266759,0.345725,1666,3798,0.438652,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.244112,0.364312,1804,3798,0.474987,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.260053,0.401487,1961,3798,0.516324,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.255159,0.427509,2139,3798,0.563191,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.258070,0.468401,2220,3798,0.584518,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.259033,0.520446,2481,3798,0.653239,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.253819,0.553903,2591,3798,0.682201,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.299005,0.594796,2689,3798,0.708004,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.265541,0.639405,2752,3798,0.724592,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.276933,0.684015,2856,3798,0.751975,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.273383,0.736059,2947,3798,0.775935,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.285271,0.784387,3044,3798,0.801474,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.274820,0.825279,3122,3798,0.822012,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.280677,0.851301,3159,3798,0.831754,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.288978,0.895911,3249,3798,0.855450,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.337055,0.925651,3297,3798,0.868088,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.291530,0.959108,3327,3798,0.875987,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.295821,0.981413,3351,3798,0.882306,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.290163,1.000000,3396,3798,0.894155,1.000000,NULL,NULL,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.144543,1.000000,3337,3798,0.878620,NULL,0.100000,60,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.157309,1.000000,3397,3798,0.894418,NULL,0.100000,120,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.145859,1.000000,3396,3798,0.894155,NULL,0.100000,180,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.152331,0.996283,3202,3798,0.843075,NULL,0.150000,60,NULL,NULL,NULL,NULL
65,63,269,169,1167,0.147918,1.000000,3421,3798,0.900737,NULL,0.150000,120,NULL,NULL,NULL,NULL
