Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
58,57,258,159,1054,0.143385,1.000000,2927,3254,0.899508,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.228946,0.317829,1288,3254,0.395821,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.202837,0.360465,1509,3254,0.463737,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.228279,0.379845,1472,3254,0.452366,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.210891,0.426357,1605,3254,0.493239,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.237306,0.476744,1782,3254,0.547634,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.211371,0.507752,1952,3254,0.599877,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.210081,0.550388,2036,3254,0.625691,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.252174,0.585271,2182,3254,0.670559,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.220821,0.635659,2314,3254,0.711125,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.221009,0.689922,2400,3254,0.737554,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.261472,0.736434,2507,3254,0.770436,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.235039,0.775194,2630,3254,0.808236,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.226138,0.810078,2688,3254,0.826060,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.265393,0.856589,2760,3254,0.848187,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.277669,0.899225,2846,3254,0.874616,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
58,57,258,159,1054,0.246542,0.934109,2880,3254,0.885065,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
