Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
58,60,231,164,1112,0.127014,1.000000,3114,3559,0.874965,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.213737,0.380952,1641,3559,0.461085,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.198866,0.437229,1781,3559,0.500421,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.182827,0.450216,1806,3559,0.507446,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.192007,0.493506,1822,3559,0.511942,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.187830,0.545455,2060,3559,0.578814,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.188819,0.571429,2153,3559,0.604945,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.195564,0.614719,2300,3559,0.646249,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.195183,0.653680,2426,3559,0.681652,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.201748,0.696970,2589,3559,0.727452,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.199047,0.727273,2642,3559,0.742343,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.204512,0.761905,2765,3559,0.776904,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.202947,0.796537,2752,3559,0.773251,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.215699,0.835498,2955,3559,0.830289,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.209387,0.870130,2986,3559,0.839000,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.237330,0.909091,3063,3559,0.860635,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.210254,0.948052,3039,3559,0.853892,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.219483,0.969697,3042,3559,0.854734,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.215403,1.000000,3118,3559,0.876089,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.218623,1.000000,3114,3559,0.874965,1.000000,NULL,NULL,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.122349,1.000000,3144,3559,0.883394,NULL,0.100000,60,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.109103,1.000000,3129,3559,0.879180,NULL,0.100000,120,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.123878,1.000000,3127,3559,0.878618,NULL,0.100000,180,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.110318,1.000000,3162,3559,0.888452,NULL,0.150000,60,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.112303,1.000000,3148,3559,0.884518,NULL,0.150000,120,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.110512,1.000000,3130,3559,0.879461,NULL,0.150000,180,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.113846,1.000000,3100,3559,0.871031,NULL,0.200000,60,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.110034,1.000000,3177,3559,0.892666,NULL,0.200000,120,NULL,NULL,NULL,NULL
58,60,231,164,1112,0.124939,1.000000,3131,3559,0.879741,NULL,0.200000,180,NULL,NULL,NULL,NULL
