Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
59,59,222,167,1098,0.115915,1.000000,3243,3574,0.907387,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.195439,0.382883,1540,3574,0.430890,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.202160,0.441441,1757,3574,0.491606,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.199133,0.450450,1861,3574,0.520705,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.179832,0.504505,2033,3574,0.568830,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.172659,0.522523,2129,3574,0.595691,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.206649,0.554054,2219,3574,0.620873,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.181367,0.603604,2443,3574,0.683548,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.215129,0.635135,2478,3574,0.693341,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.213950,0.671171,2560,3574,0.716284,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.217100,0.720721,2679,3574,0.749580,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.190717,0.765766,2767,3574,0.774203,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.200837,0.810811,2903,3574,0.812255,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.189947,0.846847,2930,3574,0.819810,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.194009,0.860360,2933,3574,0.820649,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.197765,0.927928,3091,3574,0.864857,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.218260,0.941441,3131,3574,0.876049,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.205860,0.972973,3210,3574,0.898153,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.211358,0.990991,3214,3574,0.899273,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.207044,1.000000,3243,3574,0.907387,1.000000,NULL,NULL,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.114047,1.000000,3154,3574,0.882485,NULL,0.100000,60,NULL,NULL,NULL,NULL
59,59,222,167,1098,0.107369,1.000000,3195,3574,0.893956,NULL,0.100000,120,NULL,NULL,NULL,NULL
