Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
59,52,237,147,1046,0.114667,1.000000,2868,3132,0.915709,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.238470,0.265823,1042,3132,0.332695,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.226614,0.308017,1173,3132,0.374521,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.237513,0.341772,1256,3132,0.401022,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.238693,0.383966,1429,3132,0.456258,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.229340,0.417722,1524,3132,0.486590,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.235530,0.472574,1796,3132,0.573435,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.242998,0.493671,1856,3132,0.592593,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.253481,0.540084,1952,3132,0.623244,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.277217,0.590717,2111,3132,0.674010,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.235546,0.637131,2257,3132,0.720626,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.251263,0.683544,2335,3132,0.745530,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.242383,0.708861,2378,3132,0.759259,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.240606,0.734177,2444,3132,0.780332,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.245850,0.780591,2545,3132,0.812580,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.245996,0.818565,2560,3132,0.817369,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.280365,0.864979,2650,3132,0.846105,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.248422,0.898734,2763,3132,0.882184,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.249592,0.928270,2803,3132,0.894955,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.250057,0.957806,2851,3132,0.910281,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.250929,0.991561,2879,3132,0.919221,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.095417,0.995781,2862,3132,0.913793,NULL,0.000000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.097928,1.000000,2873,3132,0.917305,NULL,0.000000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.116384,1.000000,2868,3132,0.915709,NULL,0.000000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.091813,0.949367,2667,3132,0.851533,NULL,0.050000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.094754,1.000000,2846,3132,0.908685,NULL,0.050000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102726,1.000000,2873,3132,0.917305,NULL,0.050000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.090288,0.898734,2462,3132,0.786079,NULL,0.100000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.112173,1.000000,2887,3132,0.921775,NULL,0.100000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.112571,1.000000,2869,3132,0.916028,NULL,0.100000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.090379,0.848101,2292,3132,0.731801,NULL,0.150000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.095932,1.000000,2871,3132,0.916667,NULL,0.150000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.099606,1.000000,2869,3132,0.916028,NULL,0.150000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.103874,0.797468,2117,3132,0.675926,NULL,0.200000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.095425,1.000000,2835,3132,0.905172,NULL,0.200000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101757,1.000000,2869,3132,0.916028,NULL,0.200000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.090299,0.746835,1828,3132,0.583653,NULL,0.250000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102228,1.000000,2879,3132,0.919221,NULL,0.250000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.105757,1.000000,2869,3132,0.916028,NULL,0.250000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.088510,0.696203,1677,3132,0.535441,NULL,0.300000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102283,1.000000,2855,3132,0.911558,NULL,0.300000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101175,1.000000,2869,3132,0.916028,NULL,0.300000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.083468,0.649789,1572,3132,0.501916,NULL,0.350000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.107115,1.000000,2864,3132,0.914432,NULL,0.350000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.124072,1.000000,2869,3132,0.916028,NULL,0.350000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.082204,0.599156,1413,3132,0.451149,NULL,0.400000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.108873,1.000000,2886,3132,0.921456,NULL,0.400000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102411,1.000000,2888,3132,0.922095,NULL,0.400000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.079237,0.548523,1267,3132,0.404534,NULL,0.450000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102781,1.000000,2893,3132,0.923691,NULL,0.450000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.104353,1.000000,2888,3132,0.922095,NULL,0.450000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.076861,0.497890,1154,3132,0.368455,NULL,0.500000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.104006,1.000000,2900,3132,0.925926,NULL,0.500000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.105115,1.000000,2882,3132,0.920179,NULL,0.500000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.092767,0.447257,947,3132,0.302363,NULL,0.550000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.103773,1.000000,2888,3132,0.922095,NULL,0.550000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102837,1.000000,2885,3132,0.921137,NULL,0.550000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.071263,0.396624,817,3132,0.260856,NULL,0.600000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.103041,1.000000,2911,3132,0.929438,NULL,0.600000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.102619,1.000000,2892,3132,0.923372,NULL,0.600000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.070614,0.345992,634,3132,0.202427,NULL,0.650000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.124331,1.000000,2923,3132,0.933270,NULL,0.650000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.100624,1.000000,2889,3132,0.922414,NULL,0.650000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.077658,0.299578,556,3132,0.177522,NULL,0.700000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.106129,1.000000,2891,3132,0.923052,NULL,0.700000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.123033,1.000000,2879,3132,0.919221,NULL,0.700000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.067248,0.248945,473,3132,0.151022,NULL,0.750000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101139,1.000000,2906,3132,0.927842,NULL,0.750000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.099737,1.000000,2881,3132,0.919860,NULL,0.750000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.062757,0.198312,302,3132,0.096424,NULL,0.800000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101810,1.000000,2946,3132,0.940613,NULL,0.800000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101986,1.000000,2892,3132,0.923372,NULL,0.800000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.060261,0.147679,196,3132,0.062580,NULL,0.850000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.105226,1.000000,2898,3132,0.925287,NULL,0.850000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.100305,1.000000,2919,3132,0.931992,NULL,0.850000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.064081,0.097046,99,3132,0.031609,NULL,0.900000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.105287,1.000000,2945,3132,0.940294,NULL,0.900000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.124344,1.000000,2924,3132,0.933589,NULL,0.900000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.059417,0.046414,32,3132,0.010217,NULL,0.950000,60,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.103652,1.000000,2942,3132,0.939336,NULL,0.950000,120,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101477,1.000000,2937,3132,0.937739,NULL,0.950000,180,NULL,NULL,NULL,NULL
59,52,237,147,1046,0.101477,1.000000,2832,3132,0.904215,NULL,NULL,NULL,MWF->MW,NULL,NULL,NULL
59,52,237,147,1046,0.103489,1.000000,2871,3132,0.916667,NULL,NULL,NULL,MW->MWF,NULL,NULL,NULL
59,52,237,147,1046,0.098821,1.000000,2812,3132,0.897829,NULL,NULL,NULL,NULL,-100,NULL,NULL
59,52,237,147,1046,0.099958,1.000000,2812,3132,0.897829,NULL,NULL,NULL,NULL,-10,NULL,NULL
59,52,237,147,1046,0.101530,1.000000,2812,3132,0.897829,NULL,NULL,NULL,NULL,-5,NULL,NULL
59,52,237,147,1046,0.102203,1.000000,2856,3132,0.911877,NULL,NULL,NULL,NULL,-1,NULL,NULL
59,52,237,147,1046,0.123355,1.000000,2863,3132,0.914112,NULL,NULL,NULL,NULL,1,NULL,NULL
59,52,237,147,1046,0.102366,1.000000,2863,3132,0.914112,NULL,NULL,NULL,NULL,5,NULL,NULL
59,52,237,147,1046,0.109804,1.000000,2863,3132,0.914112,NULL,NULL,NULL,NULL,10,NULL,NULL
59,52,237,147,1046,0.099699,1.000000,2863,3132,0.914112,NULL,NULL,NULL,NULL,100,NULL,NULL
59,52,2370,147,1046,1.192838,0.990278,3098,3132,0.989144,NULL,NULL,NULL,NULL,NULL,5,483
59,52,2370,147,1046,0.375770,1.000000,3082,3132,0.984036,NULL,NULL,NULL,NULL,NULL,10,199
59,52,2370,147,1046,0.185834,1.000000,3079,3132,0.983078,NULL,NULL,NULL,NULL,NULL,15,95
59,52,2370,147,1046,0.155934,1.000000,3074,3132,0.981481,NULL,NULL,NULL,NULL,NULL,20,61
59,52,2370,147,1046,0.144940,1.000000,3041,3132,0.970945,NULL,NULL,NULL,NULL,NULL,25,47
59,52,2370,147,1046,0.128186,1.000000,3034,3132,0.968710,NULL,NULL,NULL,NULL,NULL,30,27
