Timeslots, Rooms, Classes, Professors, Students, Runtime, Percentage of classes assigned, Student preference value, Student preference maximum, Fit percentage, e1-Percentage, e2-Percentage, e2-Limit, e3-Action, e4-Increase, e5-Limit, e5-Number of sections made
78,69,320,179,1644,0.260827,1.000000,4413,5152,0.856561,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.552071,0.303125,1698,5152,0.329581,0.000000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.626571,0.325000,1967,5152,0.381793,0.050000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.563186,0.346875,1952,5152,0.378882,0.100000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.565052,0.396875,2333,5152,0.452834,0.150000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.575696,0.412500,2473,5152,0.480008,0.200000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.586249,0.459375,2786,5152,0.540761,0.250000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.599896,0.496875,2746,5152,0.532997,0.300000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.571541,0.546875,3112,5152,0.604037,0.350000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.581992,0.578125,3289,5152,0.638393,0.400000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.582596,0.618750,3542,5152,0.687500,0.450000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.624214,0.650000,3676,5152,0.713509,0.500000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.593759,0.703125,3810,5152,0.739519,0.550000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.602191,0.734375,3991,5152,0.774651,0.600000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.603048,0.765625,4071,5152,0.790179,0.650000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.610297,0.812500,4182,5152,0.811724,0.700000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.615538,0.843750,4224,5152,0.819876,0.750000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.660447,0.884375,4143,5152,0.804154,0.800000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.623423,0.918750,4206,5152,0.816382,0.850000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.609512,0.959375,4367,5152,0.847632,0.900000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.620500,0.993750,4406,5152,0.855202,0.950000,NULL,NULL,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.283181,1.000000,4422,5152,0.858307,NULL,0.000000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.249563,1.000000,4422,5152,0.858307,NULL,0.000000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.241359,1.000000,4423,5152,0.858502,NULL,0.000000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.248882,1.000000,4415,5152,0.856949,NULL,0.050000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.240352,1.000000,4441,5152,0.861995,NULL,0.050000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.252069,1.000000,4423,5152,0.858502,NULL,0.050000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.244486,1.000000,4424,5152,0.858696,NULL,0.100000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.289486,1.000000,4429,5152,0.859666,NULL,0.100000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.248106,1.000000,4423,5152,0.858502,NULL,0.100000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.250879,1.000000,4430,5152,0.859860,NULL,0.150000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.247831,1.000000,4437,5152,0.861219,NULL,0.150000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.250781,1.000000,4423,5152,0.858502,NULL,0.150000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.252953,1.000000,4441,5152,0.861995,NULL,0.200000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.249548,1.000000,4407,5152,0.855396,NULL,0.200000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.247039,1.000000,4410,5152,0.855978,NULL,0.200000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.247964,1.000000,4436,5152,0.861025,NULL,0.250000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.240347,1.000000,4467,5152,0.867042,NULL,0.250000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.238295,1.000000,4418,5152,0.857531,NULL,0.250000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.244658,1.000000,4444,5152,0.862578,NULL,0.300000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.246866,1.000000,4477,5152,0.868983,NULL,0.300000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.236483,1.000000,4402,5152,0.854425,NULL,0.300000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.240088,1.000000,4441,5152,0.861995,NULL,0.350000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.247801,1.000000,4467,5152,0.867042,NULL,0.350000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.254258,1.000000,4407,5152,0.855396,NULL,0.350000,180,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.280296,1.000000,4403,5152,0.854620,NULL,0.400000,60,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.258485,1.000000,4489,5152,0.871312,NULL,0.400000,120,NULL,NULL,NULL,NULL
78,69,320,179,1644,0.242657,1.000000,4407,5152,0.855396,NULL,0.400000,180,NULL,NULL,NULL,NULL
