Class Times	30
Rooms	1000
1	69
2	67
3	52
4	11
5	32
6	65
7	57
8	61
9	12
10	69
11	55
12	54
13	10
14	27
15	26
16	67
17	66
18	30
19	36
20	45
21	31
22	15
23	22
24	34
25	30
26	21
27	29
28	35
29	32
30	39
31	38
32	29
33	39
34	28
35	27
36	50
37	57
38	12
39	30
40	30
41	36
42	11
43	48
44	29
45	37
46	27
47	13
48	20
49	21
50	28
51	12
52	20
53	62
54	31
55	35
56	54
57	19
58	64
59	57
60	20
61	69
62	63
63	69
64	27
65	63
66	26
67	20
68	42
69	63
70	46
71	18
72	13
73	44
74	68
75	33
76	39
77	34
78	27
79	34
80	36
81	57
82	48
83	59
84	33
85	15
86	27
87	38
88	26
89	10
90	68
91	19
92	20
93	47
94	50
95	55
96	11
97	24
98	32
99	46
100	63
101	24
102	13
103	63
104	24
105	64
106	48
107	21
108	51
109	62
110	68
111	61
112	27
113	64
114	67
115	59
116	69
117	55
118	51
119	61
120	39
121	34
122	52
123	68
124	56
125	11
126	19
127	25
128	15
129	24
130	66
131	55
132	22
133	61
134	11
135	45
136	23
137	44
138	30
139	49
140	46
141	37
142	38
143	50
144	33
145	32
146	40
147	61
148	55
149	57
150	63
151	24
152	24
153	61
154	37
155	62
156	24
157	32
158	14
159	20
160	18
161	15
162	23
163	30
164	18
165	34
166	49
167	20
168	18
169	62
170	22
171	22
172	53
173	19
174	27
175	34
176	14
177	18
178	57
179	23
180	23
181	48
182	68
183	11
184	62
185	60
186	58
187	25
188	65
189	16
190	67
191	25
192	53
193	27
194	41
195	69
196	64
197	32
198	61
199	44
200	47
201	23
202	27
203	49
204	28
205	58
206	23
207	40
208	49
209	61
210	16
211	33
212	48
213	11
214	20
215	53
216	41
217	29
218	65
219	48
220	14
221	51
222	59
223	40
224	36
225	43
226	36
227	66
228	28
229	58
230	13
231	13
232	54
233	66
234	30
235	66
236	24
237	57
238	64
239	59
240	33
241	64
242	65
243	27
244	28
245	32
246	13
247	56
248	63
249	33
250	52
251	22
252	62
253	56
254	47
255	38
256	50
257	44
258	30
259	38
260	16
261	24
262	59
263	13
264	59
265	35
266	37
267	18
268	27
269	35
270	32
271	24
272	30
273	35
274	26
275	47
276	20
277	48
278	56
279	15
280	21
281	51
282	25
283	14
284	15
285	40
286	16
287	67
288	50
289	10
290	60
291	54
292	25
293	13
294	67
295	22
296	44
297	25
298	33
299	44
300	28
301	43
302	25
303	14
304	46
305	66
306	56
307	52
308	45
309	12
310	14
311	15
312	51
313	58
314	62
315	47
316	65
317	13
318	30
319	51
320	26
321	26
322	41
323	30
324	23
325	12
326	39
327	64
328	22
329	55
330	47
331	16
332	58
333	63
334	67
335	57
336	55
337	65
338	57
339	37
340	47
341	11
342	39
343	45
344	27
345	37
346	48
347	49
348	37
349	27
350	59
351	48
352	64
353	46
354	51
355	19
356	29
357	40
358	24
359	14
360	49
361	22
362	23
363	42
364	37
365	37
366	36
367	30
368	41
369	67
370	26
371	56
372	28
373	13
374	24
375	65
376	59
377	50
378	36
379	42
380	28
381	53
382	13
383	17
384	28
385	60
386	28
387	18
388	20
389	35
390	18
391	39
392	65
393	59
394	37
395	34
396	11
397	61
398	18
399	58
400	44
401	60
402	47
403	20
404	41
405	61
406	25
407	15
408	26
409	59
410	36
411	23
412	66
413	51
414	54
415	43
416	32
417	43
418	16
419	18
420	10
421	25
422	19
423	23
424	40
425	25
426	16
427	50
428	21
429	52
430	28
431	57
432	53
433	24
434	30
435	53
436	63
437	29
438	11
439	22
440	58
441	44
442	24
443	27
444	18
445	49
446	48
447	12
448	63
449	62
450	47
451	62
452	25
453	53
454	11
455	51
456	65
457	56
458	48
459	60
460	53
461	54
462	40
463	67
464	18
465	36
466	46
467	28
468	16
469	65
470	36
471	55
472	51
473	48
474	28
475	54
476	18
477	54
478	54
479	49
480	29
481	46
482	54
483	60
484	65
485	29
486	42
487	59
488	31
489	18
490	67
491	68
492	54
493	20
494	55
495	37
496	11
497	37
498	50
499	19
500	40
501	58
502	41
503	27
504	68
505	47
506	16
507	66
508	63
509	41
510	29
511	36
512	37
513	22
514	62
515	30
516	24
517	56
518	54
519	64
520	32
521	12
522	21
523	25
524	17
525	54
526	41
527	35
528	22
529	27
530	26
531	52
532	66
533	29
534	26
535	69
536	16
537	37
538	47
539	28
540	68
541	68
542	28
543	22
544	24
545	60
546	55
547	44
548	14
549	18
550	38
551	34
552	52
553	25
554	60
555	29
556	14
557	68
558	37
559	33
560	27
561	50
562	52
563	58
564	61
565	27
566	16
567	39
568	33
569	16
570	34
571	11
572	56
573	52
574	32
575	11
576	22
577	32
578	68
579	50
580	51
581	68
582	11
583	42
584	23
585	33
586	15
587	18
588	69
589	16
590	21
591	56
592	54
593	59
594	10
595	11
596	60
597	55
598	51
599	51
600	25
601	58
602	19
603	42
604	24
605	19
606	35
607	36
608	30
609	44
610	66
611	68
612	25
613	18
614	12
615	64
616	68
617	29
618	43
619	51
620	19
621	29
622	45
623	19
624	36
625	52
626	60
627	45
628	20
629	31
630	26
631	62
632	29
633	40
634	56
635	29
636	53
637	37
638	66
639	38
640	42
641	15
642	51
643	19
644	45
645	45
646	45
647	49
648	18
649	23
650	13
651	23
652	14
653	43
654	19
655	66
656	20
657	31
658	34
